Year,Units,variable_code,Value
2022,Percentage,H38,34
2022,Percentage,H39,48
2022,Percentage,H40,13
2022,Percentage,H41,28
2022,Dollars (millions),H01,2502
2022,Dollars (millions),H02,2232
2022,Dollars (millions),H03,237
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,14
2022,Dollars (millions),H08,2329
2022,Dollars (millions),H09,18
2022,Dollars (millions),H10,C
2022,Dollars (millions),H11,46
2022,Dollars (millions),H12,286
2022,Dollars (millions),H13,C
2022,Dollars (millions),H17,1318
2022,Dollars (millions),H18,650
2022,Dollars (millions),H20,C
2022,Dollars (millions),H21,229
2022,Dollars (millions),H22,265
2022,Dollars (millions),H23,209
2022,Dollars (millions),H24,1285
2022,Dollars (millions),H25,764
2022,Dollars (millions),H26,209
2022,Dollars (millions),H27,71
2022,Dollars (millions),H28,29
2022,Dollars (millions),H29,312
2022,Dollars (millions),H30,1285
2022,Dollars (millions),H31,151
2022,Dollars (millions),H32,867
2022,Dollars (millions),H33,266
2022,Dollars,H34,687900
2022,Dollars,H35,57500
2022,Percentage,H36,88
2022,Percentage,H37,58
2022,Percentage,H38,41
2022,Percentage,H39,138
2022,Percentage,H40,16
2022,Percentage,H41,12
2022,Dollars (millions),H01,17176
2022,Dollars (millions),H02,3767
2022,Dollars (millions),H03,12141
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,366
2022,Dollars (millions),H08,15828
2022,Dollars (millions),H09,256
2022,Dollars (millions),H10,141
2022,Dollars (millions),H11,628
2022,Dollars (millions),H12,5442
2022,Dollars (millions),H13,0
2022,Dollars (millions),H17,1751
2022,Dollars (millions),H18,7518
2022,Dollars (millions),H20,91
2022,Dollars (millions),H21,323
2022,Dollars (millions),H22,363
2022,Dollars (millions),H23,1388
2022,Dollars (millions),H24,22055
2022,Dollars (millions),H25,5035
2022,Dollars (millions),H26,12117
2022,Dollars (millions),H27,2389
2022,Dollars (millions),H28,1112
2022,Dollars (millions),H29,4904
2022,Dollars (millions),H30,22055
2022,Dollars (millions),H31,8203
2022,Dollars (millions),H32,6914
2022,Dollars (millions),H33,6939
2022,Dollars,H34,109100
2022,Dollars,H35,8800
2022,Percentage,H36,73
2022,Percentage,H37,68
2022,Percentage,H38,54
2022,Percentage,H39,17
2022,Percentage,H40,6
2022,Percentage,H41,37
2022,Dollars (millions),H01,4012
2022,Dollars (millions),H02,502
2022,Dollars (millions),H03,3157
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,160
2022,Dollars (millions),H08,3496
2022,Dollars (millions),H09,130
2022,Dollars (millions),H10,92
2022,Dollars (millions),H11,234
2022,Dollars (millions),H12,1014
2022,Dollars (millions),H13,0
2022,Dollars (millions),H17,199
2022,Dollars (millions),H18,1782
2022,Dollars (millions),H20,44
2022,Dollars (millions),H21,65
2022,Dollars (millions),H22,85
2022,Dollars (millions),H23,536
2022,Dollars (millions),H24,12970
2022,Dollars (millions),H25,2499
2022,Dollars (millions),H26,8498
2022,Dollars (millions),H27,1587
2022,Dollars (millions),H28,663
2022,Dollars (millions),H29,1972
2022,Dollars (millions),H30,12970
2022,Dollars (millions),H31,5156
2022,Dollars (millions),H32,3446
2022,Dollars (millions),H33,4368
2022,Dollars,H34,160400
2022,Dollars,H35,21400
2022,Percentage,H36,73
2022,Percentage,H37,70
2022,Percentage,H38,60
2022,Percentage,H39,10
2022,Percentage,H40,4
2022,Percentage,H41,40
2022,Dollars (millions),H01,13165
2022,Dollars (millions),H02,3265
2022,Dollars (millions),H03,8984
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,206
2022,Dollars (millions),H08,12332
2022,Dollars (millions),H09,126
2022,Dollars (millions),H10,50
2022,Dollars (millions),H11,394
2022,Dollars (millions),H12,4428
2022,Dollars (millions),H13,0
2022,Dollars (millions),H17,1551
2022,Dollars (millions),H18,5736
2022,Dollars (millions),H20,47
2022,Dollars (millions),H21,258
2022,Dollars (millions),H22,278
2022,Dollars (millions),H23,852
2022,Dollars (millions),H24,9086
2022,Dollars (millions),H25,2535
2022,Dollars (millions),H26,3619
2022,Dollars (millions),H27,802
2022,Dollars (millions),H28,449
2022,Dollars (millions),H29,2932
2022,Dollars (millions),H30,9086
2022,Dollars (millions),H31,3047
2022,Dollars (millions),H32,3469
2022,Dollars (millions),H33,2570
2022,Dollars,H34,99400
2022,Dollars,H35,6400
2022,Percentage,H36,73
2022,Percentage,H37,65
2022,Percentage,H38,52
2022,Percentage,H39,28
2022,Percentage,H40,9
2022,Percentage,H41,34
2022, Postal and Warehousing",Dollars (millions),Financial performance
2022, Postal and Warehousing",Dollars (millions),Financial performance
2022, Postal and Warehousing",Dollars (millions), dividends and donations"
2022, Postal and Warehousing",Dollars (millions), grants and subsidies"
2022, Postal and Warehousing",Dollars (millions),Financial performance
2022, Postal and Warehousing",Dollars (millions),Financial performance
2022, Postal and Warehousing",Dollars (millions),Financial performance
2022, Postal and Warehousing",Dollars (millions),Financial performance
2022, Postal and Warehousing",Dollars (millions),Financial performance
2022, Postal and Warehousing",Dollars (millions),Financial performance
2022, Postal and Warehousing",Dollars (millions),Financial performance
2022, Postal and Warehousing",Dollars (millions),Financial performance
2022, Postal and Warehousing",Dollars (millions),Financial performance
2022, Postal and Warehousing",Dollars (millions),Financial performance
2022, Postal and Warehousing",Dollars (millions),Financial performance
2022, Postal and Warehousing",Dollars (millions),Financial performance
2022, Postal and Warehousing",Dollars (millions),Financial position
2022, Postal and Warehousing",Dollars (millions),Financial position
2022, Postal and Warehousing",Dollars (millions),Financial position
2022, Postal and Warehousing",Dollars (millions),Financial position
2022, Postal and Warehousing",Dollars (millions),Financial position
2022, Postal and Warehousing",Dollars (millions),Financial position
2022, Postal and Warehousing",Dollars (millions),Financial position
2022, Postal and Warehousing",Dollars (millions),Financial position
2022, Postal and Warehousing",Dollars (millions),Financial position
2022, Postal and Warehousing",Dollars (millions),Financial position
2022, Postal and Warehousing",Dollars,Financial ratios
2022, Postal and Warehousing",Dollars,Financial ratios
2022, Postal and Warehousing",Percentage,Financial ratios
2022, Postal and Warehousing",Percentage,Financial ratios
2022, Postal and Warehousing",Percentage,Financial ratios
2022, Postal and Warehousing",Percentage,Financial ratios
2022, Postal and Warehousing",Percentage,Financial ratios
2022,Dollars (millions),H01,11311
2022,Dollars (millions),H04,10814
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,180
2022,Dollars (millions),H08,10337
2022,Dollars (millions),H09,163
2022,Dollars (millions),H10,581
2022,Dollars (millions),H11,838
2022,Dollars (millions),H12,2796
2022,Dollars (millions),H13,1
2022,Dollars (millions),H19,5882
2022,Dollars (millions),H20,76
2022,Dollars (millions),H21,48
2022,Dollars (millions),H22,53
2022,Dollars (millions),H23,979
2022,Dollars (millions),H24,10610
2022,Dollars (millions),H25,2854
2022,Dollars (millions),H26,5620
2022,Dollars (millions),H27,1258
2022,Dollars (millions),H28,370
2022,Dollars (millions),H29,2136
2022,Dollars (millions),H30,10610
2022,Dollars (millions),H31,4107
2022,Dollars (millions),H32,2784
2022,Dollars (millions),H33,3720
2022,Dollars,H34,279400
2022,Dollars,H35,24200
2022,Percentage,H36,103
2022,Percentage,H37,101
2022,Percentage,H39,24
2022,Percentage,H40,9
2022,Percentage,H41,39
2022,Dollars (millions),H01,11311
2022,Dollars (millions),H04,10814
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,180
2022,Dollars (millions),H08,10337
2022,Dollars (millions),H09,163
2022,Dollars (millions),H10,581
2022,Dollars (millions),H11,838
2022,Dollars (millions),H12,2796
2022,Dollars (millions),H13,1
2022,Dollars (millions),H19,5882
2022,Dollars (millions),H20,76
2022,Dollars (millions),H21,48
2022,Dollars (millions),H22,53
2022,Dollars (millions),H23,979
2022,Dollars (millions),H24,10610
2022,Dollars (millions),H25,2854
2022,Dollars (millions),H26,5620
2022,Dollars (millions),H27,1258
2022,Dollars (millions),H28,370
2022,Dollars (millions),H29,2136
2022,Dollars (millions),H30,10610
2022,Dollars (millions),H31,4107
2022,Dollars (millions),H32,2784
2022,Dollars (millions),H33,3720
2022,Dollars,H34,279400
2022,Dollars,H35,24200
2022,Percentage,H36,103
2022,Percentage,H37,101
2022,Percentage,H39,24
2022,Percentage,H40,9
2022,Percentage,H41,39
2022, Water, Air and Other Transport",Total income
2022, Water, Air and Other Transport",Sales of goods and services
2022, Water, Air and Other Transport","Interest
2022, Water, Air and Other Transport","Government funding
2022, Water, Air and Other Transport",Non-operating income
2022, Water, Air and Other Transport",Total expenditure
2022, Water, Air and Other Transport",Interest and donations
2022, Water, Air and Other Transport",Indirect taxes
2022, Water, Air and Other Transport",Depreciation
2022, Water, Air and Other Transport",Salaries and wages paid
2022, Water, Air and Other Transport",Redundancy and severance
2022, Water, Air and Other Transport",Purchases and other operating expenses
2022, Water, Air and Other Transport",Non-operating expenses
2022, Water, Air and Other Transport",Opening stocks
2022, Water, Air and Other Transport",Closing stocks
2022, Water, Air and Other Transport",Surplus before income tax
2022, Water, Air and Other Transport",Total assets
2022, Water, Air and Other Transport",Current assets
2022, Water, Air and Other Transport",Fixed tangible assets
2022, Water, Air and Other Transport",Additions to fixed assets
2022, Water, Air and Other Transport",Disposals of fixed assets
2022, Water, Air and Other Transport",Other assets
2022, Water, Air and Other Transport",Total equity and liabilities
2022, Water, Air and Other Transport",Shareholders funds or owners equity
2022, Water, Air and Other Transport",Current liabilities
2022, Water, Air and Other Transport",Other liabilities
2022, Water, Air and Other Transport",Total income per employee count
2022, Water, Air and Other Transport",Surplus per employee count
2022, Water, Air and Other Transport",Current ratio
2022, Water, Air and Other Transport",Quick ratio
2022, Water, Air and Other Transport",Return on equity
2022, Water, Air and Other Transport",Return on total assets
2022, Water, Air and Other Transport",Liabilities structure
2022, Courier, Transport Support,H01
2022, Courier, Transport Support,H04
2022, Courier, Transport Support,H05
2022, Courier, Transport Support,H06
2022, Courier, Transport Support,H07
2022, Courier, Transport Support,H08
2022, Courier, Transport Support,H09
2022, Courier, Transport Support,H10
2022, Courier, Transport Support,H11
2022, Courier, Transport Support,H12
2022, Courier, Transport Support,H13
2022, Courier, Transport Support,H19
2022, Courier, Transport Support,H20
2022, Courier, Transport Support,H21
2022, Courier, Transport Support,H22
2022, Courier, Transport Support,H23
2022, Courier, Transport Support,H24
2022, Courier, Transport Support,H25
2022, Courier, Transport Support,H26
2022, Courier, Transport Support,H27
2022, Courier, Transport Support,H28
2022, Courier, Transport Support,H29
2022, Courier, Transport Support,H30
2022, Courier, Transport Support,H31
2022, Courier, Transport Support,H32
2022, Courier, Transport Support,H33
2022, Courier, Transport Support,H34
2022, Courier, Transport Support,H35
2022, Courier, Transport Support,H36
2022, Courier, Transport Support,H37
2022, Courier, Transport Support,H39
2022, Courier, Transport Support,H40
2022, Courier, Transport Support,H41
2022,Dollars (millions),H01,2918
2022,Dollars (millions),H04,2824
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,15
2022,Dollars (millions),H08,2579
2022,Dollars (millions),H09,17
2022,Dollars (millions),H10,43
2022,Dollars (millions),H11,113
2022,Dollars (millions),H12,688
2022,Dollars (millions),H13,C
2022,Dollars (millions),H19,1709
2022,Dollars (millions),H20,8
2022,Dollars (millions),H21,20
2022,Dollars (millions),H22,23
2022,Dollars (millions),H23,343
2022,Dollars (millions),H24,3001
2022,Dollars (millions),H25,626
2022,Dollars (millions),H26,C
2022,Dollars (millions),H27,152
2022,Dollars (millions),H28,38
2022,Dollars (millions),H29,C
2022,Dollars (millions),H30,3001
2022,Dollars (millions),H31,1847
2022,Dollars (millions),H32,659
2022,Dollars (millions),H33,496
2022,Dollars,H34,254700
2022,Dollars,H35,29900
2022,Percentage,H36,95
2022,Percentage,H37,91
2022,Percentage,H39,19
2022,Percentage,H40,11
2022,Percentage,H41,62
2022,Dollars (millions),H01,6467
2022,Dollars (millions),H04,5532
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,491
2022,Dollars (millions),H08,5976
2022,Dollars (millions),H09,217
2022,Dollars (millions),H10,78
2022,Dollars (millions),H11,642
2022,Dollars (millions),H12,1734
2022,Dollars (millions),H13,2
2022,Dollars (millions),H19,2325
2022,Dollars (millions),H20,978
2022,Dollars (millions),H21,153
2022,Dollars (millions),H22,190
2022,Dollars (millions),H23,529
2022,Dollars (millions),H24,33929
2022,Dollars (millions),H25,4094
2022,Dollars (millions),H26,26772
2022,Dollars (millions),H27,1981
2022,Dollars (millions),H28,148
2022,Dollars (millions),H29,3063
2022,Dollars (millions),H30,33929
2022,Dollars (millions),H31,23627
2022,Dollars (millions),H32,4311
2022,Dollars (millions),H33,5991
2022,Dollars,H34,313100
2022,Dollars,H35,25600
2022,Percentage,H36,95
2022,Percentage,H37,91
2022,Percentage,H39,2
2022,Percentage,H40,2
2022,Percentage,H41,70
2022,Dollars (millions),H01,1732
2022,Dollars (millions),H04,1690
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,27
2022,Dollars (millions),H08,1566
2022,Dollars (millions),H09,56
2022,Dollars (millions),H10,26
2022,Dollars (millions),H11,151
2022,Dollars (millions),H12,383
2022,Dollars (millions),H13,C
2022,Dollars (millions),H19,915
2022,Dollars (millions),H20,34
2022,Dollars (millions),H21,31
2022,Dollars (millions),H22,48
2022,Dollars (millions),H23,184
2022,Dollars (millions),H24,3937
2022,Dollars (millions),H25,683
2022,Dollars (millions),H26,C
2022,Dollars (millions),H27,503
2022,Dollars (millions),H28,75
2022,Dollars (millions),H29,C
2022,Dollars (millions),H30,3937
2022,Dollars (millions),H31,1440
2022,Dollars (millions),H32,876
2022,Dollars (millions),H33,1620
2022,Dollars,H34,307900
2022,Dollars,H35,32700
2022,Percentage,H36,78
